wid,gain_z,jump
w05d02a2,,0
w05d02a2,0.018956315573936535,0
w05d02a2,0.006306470538293399,0
w05d02a2,0.030335114192281035,0
w05d02a2,0.030335114192281035,0
w05d02a2,0.030335114192281035,1
w05d02a2,0.030335114192281035,0
w05d02a2,0.030335114192281035,0
w05d02a2,0.030335114192281035,0
w05d02a2,,0
w05d02a2,0.02739019741629886,0
w05d02a2,0.1105049003679413,0
w05d02a2,0.030335114192281035,0
w05d02a2,-0.258008609655607,0
w05d02a2,-0.2259704181170175,0
w05d02a2,,0
w08abe73,0.5017026780272567,1
w08abe73,0.50644954753162,1
w08abe73,0.5150691976965389,1
w08abe73,0.4778060276550415,1
w08abe73,0.4951391898741675,1
w08abe73,0.15848788034693032,0
w08abe73,0.41479341265611963,1
w08abe73,,0
w08abe73,0.030335114192281035,0
w08abe73,0.023420621682480932,0
w08abe73,0.030335114192281035,0
w08abe73,0.03033511419224461,0
w08abe73,-0.4822759504262068,0
w08abe73,0.03048861749031987,0
w08abe73,0.030335114192317457,0
w08abe73,0.418892048487754,1
w08abe73,0.29802922240002033,1
w08abe73,0.030335114192281035,0
w08abe73,-0.16289522852522487,0
w08abe73,-0.258008609655607,0
w08abe73,,0
w08abe73,0.054273806869073814,0
w08abe73,0.03634227510576428,0
w08abe73,0.0663780796732898,0
w08abe73,0.0463542099616304,0
w08abe73,0.018956315573936535,0
w08abe73,0.006306470538293399,0
w08abe73,0.006306470538275187,0
w08abe73,0.030335114192281035,0
w08abe73,0.032918271603318866,0
w08abe73,0.03624059139239933,0
w08abe73,0.030335114192281035,0
w08abe73,0.05436375784625045,0
w08abe73,-0.0004515854894025746,0
w08abe73,-0.2259704181169811,0
w08abe73,0.030335114192281035,0
w08abe73,0.02739019741629886,0
w08abe73,0.02965461549503429,0
w08abe73,0.036592573477174595,0
w08abe73,0.030335114192281035,0
w08abe73,-0.258008609655607,0
w0d096df,0.030335114192281035,0
w0d096df,0.03033511419235388,0
w0d096df,0.889061895506444,1
w0d096df,0.10767731095355089,1
w0d096df,0.030335114192281035,0
w0d096df,-0.28604202725195926,0
w0d096df,-0.8707390228323919,0
w0d096df,0.033544017531808225,0
w0d096df,0.027311979175237693,0
w0d096df,0.030335114192281035,0
w0d096df,0.030335114192281035,0
w0d096df,0.030335114192281035,0
w0d096df,0.030335114192281035,0
w0d096df,-0.9948870150446583,0
w0d096df,,0
w0d096df,,0
w0d096df,0.9609806349781058,0
w0d096df,0.03179388438806456,0
w0d096df,0.030335114192317457,0
w0d096df,0.030335114192281035,0
w0d096df,-0.16189403503969288,0
w0d096df,0.0023016965959287384,0
w0d096df,-0.722562386966156,0
w0d096df,,0
w0d096df,0.030335114192281035,0
w0d096df,-0.0417508167697183,0
w0d096df,-0.041750816769700085,0
w0d096df,-0.041750816769700085,0
w0d096df,-0.041750816769700085,0
w0d096df,-0.1218462956163741,0
w0d096df,-0.9948870150446765,0
w0d096df,-0.018394849988827577,0
w0d096df,-0.059772299510186255,0
w0d096df,-0.059772299510186255,0
w0d096df,-0.08680452362091552,0
w0d096df,0.03444743821605016,0
w0d096df,0.010072678845399639,0
w0d096df,0.03459018650600137,0
w0d096df,-0.09894399463367823,0
w0d096df,0.030335114192281035,0
w0d096df,-0.017722173115694236,0
w0d096df,0.030335114192281035,0
w0d096df,,0
w0d096df,0.09992197235234321,0
w0d096df,0.7776165456424677,0
w0d096df,0.032963247091943614,0
w0d096df,0.030335114192281035,0
w0d096df,0.030335114192281035,0
w0d096df,0.030335114192281035,0
w129e875,0.5017026780272567,1
w129e875,0.06789160263779428,1
w129e875,0.030335114192281035,0
w129e875,0.030335114192281035,0
w129e875,0.030335114192281035,0
w129e875,0.030335114192281035,0
w129e875,-0.4822759504262068,0
w129e875,0.030335114192281035,0
w129e875,0.0205734777077888,0
w129e875,0.024828550021581984,0
w129e875,0.014316018422968086,0
w129e875,0.030335114192281035,0
w129e875,0.030335114192281035,0
w129e875,0.030335114192281035,0
w129e875,0.2866406465015432,0
w129e875,,0
w129e875,0.032918271603318866,0
w129e875,0.05083611517442085,0
w129e875,0.030335114192281035,0
w129e875,0.05123502820380367,0
w129e875,0.030335114192281035,0
w129e875,0.030335114192281035,0
w129e875,0.030335114192281035,0
w129e875,,0
w129e875,,0
w129e875,0.02739019741629886,0
w129e875,0.03564222184832509,0
w129e875,0.04771520735608747,0
w129e875,0.030335114192281035,0
w129e875,0.05436375784625045,0
w129e875,0.07038285361559983,0
w129e875,0.030335114192281035,0
w129e875,,0
w129e875,,0
w129e875,,0
w129e875,0.027367709672022913,0
w129e875,0.030335114192281035,0
w129e875,0.029897092042294775,0
w129e875,0.03033511419224461,0
w129e875,0.11393477023844445,0
w129e875,-0.45023775888754447,0
w129e875,-0.4822759504262068,0
w129e875,0.030335114192281035,0
w129e875,,0
w129e875,0.054273806869073814,0
w129e875,0.0570544653387474,0
w129e875,0.0663780796732898,0
w129e875,0.0463542099616304,0
w129e875,0.05436375784625045,0
w129e875,-0.4822759504262432,0
w129e875,,0
w129e875,,0
w129e875,,0
w129e875,0.018956315573936535,0
w129e875,0.01231363145179486,0
w129e875,0.006306470538275187,0
w129e875,-0.12184629561633767,0
w129e875,-0.258008609655607,0
w129e875,-0.16189403503962002,0
w129e875,-0.09781765196233183,0
w129e875,0.030335114192281035,0
w129e875,,0
w1779f0a,4.519675948538172,1
w1779f0a,0.030335114192317457,1
w1779f0a,0.030335114192281035,1
w1779f0a,-2.360765227751254,0
w1779f0a,-2.3244719638988713,0
w1779f0a,-2.3244719638988713,0
w1779f0a,-1.9720518569736587,0
w1779f0a,-0.30611478336428194,1
w1779f0a,0.030335114192281035,0
w1779f0a,0.056628175925022305,0
w1779f0a,0.030335114192281035,0
w1779f0a,0.4064084172143841,0
w1779f0a,0.030335114192281035,0
w1779f0a,0.030335114192281035,1
w1779f0a,-0.5518588976742306,1
w1779f0a,-1.0889992026895086,0
w1779f0a,-2.6418502988286434,0
w1779f0a,-4.1025915942942115,0
w1779f0a,-0.0376130718175715,0
w1779f0a,-0.07729318550788823,0
w1779f0a,-0.5198207061355682,0
w1779f0a,-2.192314423801912,0
w1ab665a,0.030335114192281035,0
w1ab665a,0.030335114192281035,0
w1ab665a,0.030335114192281035,0
w1ab665a,11.784346634936346,0
w1ab665a,-12.144177670496633,0
w1ab665a,-2.5327202089001215,0
w1ab665a,0.030335114192281035,0
w1ab665a,0.030335114192281035,0
w1ab665a,0.030335114192281035,0
w1ab665a,0.030335114192281035,0
w1ab665a,0.030335114192281035,0
w1ab665a,0.030335114192281035,0
w1ab665a,7.118784992119708,0
w1ab665a,-9.90150426279078,0
w1ac5f15,0.2886860535053219,0
w1ac5f15,0.17577411162137593,0
w1ac5f15,-2.2283573892829205,0
w1ac5f15,-0.9308106319673701,0
w1ac5f15,-0.0794050780165398,0
w1ac5f15,2.0301487052273157,0
w1ac5f15,3.0946129260046584,0
w1ac5f15,-0.02773410797148751,0
w1ac5f15,-2.2283573892829205,0
w1ac5f15,-2.5327202089001215,0
w1ac5f15,0.030335114192317457,0
w1ac5f15,0.030335114192281035,0
w1ac5f15,0.02301388682891186,0
w1ac5f15,0.030335114192281035,0
w1ac5f15,0.030335114192281035,1
w1ac5f15,0.030335114192281035,0
w1ac5f15,-0.2400946769965435,0
w1ac5f15,0.030335114192281035,0
w1ac5f15,-1.699727228895102,0
w1ac5f15,0.030335114192281035,0
w1ac5f15,-1.4834694360091767,0
w1ac5f15,2.9938101455650674,1
w1ac5f15,0.1172160254510115,1
w1ac5f15,0.10949197414618458,0
w1ac5f15,0.030335114192281035,0
w1ac5f15,0.030335114192317457,0
w1ac5f15,1.979909128993741,1
w1ac5f15,0.030335114192281035,0
w1ac5f15,-1.8288811885353013,0
w1f53689,0.027367709672022913,0
w1f53689,0.03929892461789834,0
w1f53689,0.1584878803468939,0
w1f53689,0.5429461788107324,0
w1f53689,-0.4822759504261704,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,0.028332727221144233,0
w1f53689,-0.06728125065205853,0
w1f53689,-0.009712625231055972,0
w1f53689,-0.001703077346381287,0
w1f53689,-0.35412318427157574,0
w1f53689,,0
w1f53689,0.054273806869073814,0
w1f53689,0.0570544653387474,0
w1f53689,-0.08818116466358117,0
w1f53689,-0.09781765196235004,0
w1f53689,0.018956315573936535,0
w1f53689,0.018320792365314535,0
w1f53689,0.006306470538275187,0
w1f53689,0.006306470538293399,0
w1f53689,-0.12184629561631946,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,,0
w1f53689,0.032918271603318866,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,0.07801695394317726,0
w1f53689,0.06137211224537495,0
w1f53689,0.006306470538275187,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,,0
w1f53689,0.5017026780272567,0
w1f53689,0.03128546582113054,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1f53689,,0
w1f53689,0.03048861749031987,0
w1f53689,0.43625649800333366,0
w1f53689,0.43625649800333366,0
w1f53689,0.030335114192281035,0
w1f53689,0.03033511419224461,0
w1f53689,0.36473373837700757,0
w1f53689,0.030335114192281035,0
w1f53689,0.030335114192281035,0
w1fcf7cc,0.018956315573936535,0
w1fcf7cc,0.01832079236527811,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,,0
w1fcf7cc,,0
w1fcf7cc,0.054273806869073814,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.03033511419224461,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.05886912853141753,0
w1fcf7cc,0.014316018422931662,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,-0.4822759504261704,0
w1fcf7cc,,0
w1fcf7cc,,0
w1fcf7cc,,0
w1fcf7cc,0.03048861749031987,0
w1fcf7cc,0.030335114192317457,0
w1fcf7cc,0.4413093963758561,1
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,-0.07178662133718919,0
w1fcf7cc,-0.22597041811694468,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.030335114192281035,1
w1fcf7cc,0.5017026780272567,1
w1fcf7cc,0.13641469271945372,1
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,-0.09781765196233183,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,-0.4822759504262068,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,,0
w1fcf7cc,0.02739019741629886,0
w1fcf7cc,0.02965461549503429,1
w1fcf7cc,0.05364415002854597,0
w1fcf7cc,0.051735624946660716,0
w1fcf7cc,-0.001703077346381287,0
w1fcf7cc,-0.09982003893350505,0
w1fcf7cc,0.3507170295788678,0
w1fcf7cc,,0
w1fcf7cc,,0
w1fcf7cc,0.032918271603318866,0
w1fcf7cc,0.11731379825230154,0
w1fcf7cc,0.2920846360794079,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.030335114192281035,0
w1fcf7cc,0.008308857509484836,0
w1fcf7cc,-0.23397996600163756,0
w1fcf7cc,,0
w1fcf7cc,,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.03383929139177043,0
w270f2e8,-0.06293231644905022,0
w270f2e8,-0.057769912539013035,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.030335114192281035,0
w270f2e8,,0
w270f2e8,0.5017026780272567,0
w270f2e8,0.03128546582113054,0
w270f2e8,0.03160224969748655,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.09441149726960567,0
w270f2e8,-0.3300945406175881,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.018956315573936535,0
w270f2e8,0.006306470538293399,0
w270f2e8,0.006306470538275187,0
w270f2e8,-0.14787732624151673,0
w270f2e8,-0.22597041811694468,0
w270f2e8,0.030335114192281035,0
w270f2e8,,0
w270f2e8,0.054273806869073814,0
w270f2e8,0.0570544653387474,0
w270f2e8,0.07438762755794627,0
w270f2e8,-0.35412318427159395,0
w270f2e8,0.032918271603318866,0
w270f2e8,0.05572084432866903,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.030335114192281035,0
w270f2e8,-0.09781765196233183,0
w270f2e8,-0.4181995673489186,0
w270f2e8,-0.45023775888754447,0
w270f2e8,,0
w270f2e8,0.03048861749031987,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.43625649800333366,0
w270f2e8,0.030335114192281035,0
w270f2e8,0.04585361321880978,0
w270f2e8,0.030335114192281035,0
w270f2e8,-0.22997519205929112,0
w270f2e8,-0.2900468011942693,0
w270f2e8,,0
w270f2e8,0.02739019741629886,0
w270f2e8,0.0501908146856662,0
w270f2e8,0.036592573477174595,0
w270f2e8,0.0015508014817706497,0
w270f2e8,0.3507170295788314,0
w270f2e8,-0.3861613758102563,0
w270f2e8,-0.09781765196233183,0
w270f2e8,0.030335114192281035,1
w270f2e8,,0
w29084d3,0.030335114192281035,0
w29084d3,0.11080604059603409,0
w29084d3,0.08389896567095535,0
w29084d3,0.030335114192281035,0
w29084d3,0.030335114192281035,0
w29084d3,0.054273806869073814,0
w29084d3,0.054363757846268665,0
w29084d3,0.030335114192281035,0
w29084d3,0.030335114192281035,0
w29084d3,-0.09781765196236825,0
w29084d3,0.027367709672022913,0
w29084d3,0.023577058164566848,0
w29084d3,0.02357705816460327,0
w29084d3,0.03433988813459105,0
w29084d3,-0.19393222657831877,0
w29084d3,-0.2259704181169811,0
w29084d3,0.018956315573936535,0
w29084d3,0.05436375784628688,0
w29084d3,0.18051413702972652,1
w29084d3,-0.27740673343877703,0
w29084d3,0.03048861749031987,0
w29084d3,0.030335114192317457,0
w29084d3,0.43625649800333366,1
w29084d3,0.13170595460759316,1
w29084d3,0.41729639637011345,1
w29084d3,0.4468316041948184,1
w29084d3,0.032918271603318866,0
w29084d3,0.05083611517442085,0
w29084d3,0.12131857219464799,0
w29084d3,0.10942939955335022,0
w29084d3,0.1269502855510522,0
w29084d3,0.1745069761162797,0
w29084d3,0.02739019741629886,0
w29084d3,0.1105049003679413,0
w29084d3,0.13291051551989147,0
w29084d3,0.030335114192281035,0
w29084d3,0.030335114192281035,0
w29084d3,-0.458247306772201,0
w29ce687,0.018956315573936535,0
w29ce687,0.006306470538293399,0
w29ce687,-0.19393222657831877,0
w29ce687,-0.09781765196235004,0
w29ce687,0.030335114192281035,1
w29ce687,0.030335114192281035,1
w29ce687,-0.4822759504262068,0
w29ce687,0.032918271603318866,0
w29ce687,0.041559431784558856,0
w29ce687,0.060120620388359816,1
w29ce687,0.06387509595929595,1
w29ce687,-0.06978423436605238,0
w29ce687,-0.06978423436601595,0
w29ce687,-0.0978176519622954,0
w29ce687,-0.09781765196236825,0
w29ce687,,0
w29ce687,0.02739019741629886,1
w29ce687,0.026846580640945587,1
w29ce687,0.01886832005274272,1
w29ce687,0.014441167608673242,0
w29ce687,0.011312437966153614,0
w29ce687,0.030335114192281035,0
w29ce687,,0
w29ce687,,0
w29ce687,,0
w29ce687,0.027367709672022913,0
w29ce687,0.03929892461789834,0
w29ce687,0.04572846403310462,1
w29ce687,0.06249845491661208,1
w29ce687,0.0463542099616304,1
w29ce687,-0.4822759504262068,1
w29ce687,,0
w29ce687,,0
w29ce687,,0
w29ce687,0.054273806869073814,1
w29ce687,0.042349436019283954,1
w29ce687,0.0603709187597337,1
w29ce687,0.24659290707818796,1
w29ce687,0.19052607188555623,0
w29ce687,0.030335114192281035,0
w29ce687,,0
w29ce687,,0
w29ce687,,0
w29ce687,0.030335114192281035,0
w29ce687,0.030335114192281035,0
w29ce687,-0.004206061060338712,0
w29ce687,0.030335114192281035,0
w29ce687,0.030335114192281035,0
w29ce687,-0.06577946042370593,0
w29ce687,-0.4822759504262068,0
w29ce687,,0
w29ce687,,0
w2dc1038,0.03048861749031987,0
w2dc1038,0.43625649800333366,0
w2dc1038,0.07839240150021988,0
w2dc1038,0.3507170295788314,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.02739019741629886,0
w2dc1038,0.03564222184832509,0
w2dc1038,0.04771520735608747,0
w2dc1038,0.030335114192281035,0
w2dc1038,-0.06577946042366951,0
w2dc1038,-0.2259704181170175,0
w2dc1038,,0
w2dc1038,0.5017026780272567,0
w2dc1038,0.03544276533352441,0
w2dc1038,0.03208720279204394,0
w2dc1038,0.030335114192281035,0
w2dc1038,-0.09781765196233183,0
w2dc1038,0.018956315573936535,0
w2dc1038,0.006306470538293399,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.030335114192281035,0
w2dc1038,-0.2259704181169811,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.028332727221144233,0
w2dc1038,0.08640194938493098,0
w2dc1038,0.12644968880826798,0
w2dc1038,0.02232556630762456,0
w2dc1038,-0.2900468011942511,0
w2dc1038,-0.09781765196236825,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.032918271603318866,0
w2dc1038,0.03624059139239933,0
w2dc1038,0.0514540392787968,0
w2dc1038,0.041223093348010394,0
w2dc1038,0.046354209961557556,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.030335114192281035,0
w2dc1038,,0
w2dc1038,,0
w2dc1038,0.027367709672022913,0
w2dc1038,0.030335114192281035,0
w2dc1038,0.03083571093502881,0
w2dc1038,0.06187270898819557,0
w2dc1038,0.17250458914507005,0
w2dc1038,-0.4822759504261704,0
w34e79d9,0.030335114192281035,0
w34e79d9,8.089942673135189,0
w34e79d9,8.160026217125997,1
w3b4da92,0.15047833246223744,0
w3b4da92,2.9884707728846513,0
w3b4da92,3.412491857677251,1
w3b4da92,4.222832835070967,1
w3b4da92,4.71592062672058,0
w3b4da92,-3.4738420853481133,0
w3b4da92,-3.4738420853481133,0
w3b4da92,0.015630084872781162,0
w3b4da92,0.018680596274166773,0
w3b4da92,0.030335114192281035,1
w3b4da92,-2.274912886362507,0
w3b4da92,-4.374916222372786,0
w3b4da92,0.114703264456885,1
w3b4da92,0.37195328202693895,1
w3b4da92,0.030335114192281035,0
w3b4da92,-0.01143342653438349,1
w3b4da92,0.030335114192281035,1
w3b4da92,-0.0034551659461441995,0
w3b4da92,0.12825457472073265,1
w3b4da92,0.20090954338642647,1
w3b4da92,4.971102749542579,1
w3b4da92,0.26647598395595185,0
w3b4da92,-1.6128736940207684,0
w3b4da92,-1.6679393357278316,0
w3b4da92,-0.3441200489678691,0
w3b4da92,-0.6193064869412624,0
w3b4da92,-0.6636171205024151,0
w3b4da92,-4.314844613237808,0
w3b4da92,-2.6128156877467594,0
w47ee755,-0.018394849988827577,0
w47ee755,0.1204425278947119,0
w47ee755,0.019321985850882933,0
w47ee755,-0.254003835713297,0
w47ee755,0.607022561888057,0
w47ee755,-0.9948870150446765,0
w47ee755,0.030335114192281035,0
w47ee755,0.9609806349781058,0
w47ee755,0.031242445788597886,0
w47ee755,0.3191794347829533,0
w47ee755,0.030335114192281035,0
w47ee755,0.030335114192281035,0
w47ee755,-0.017722173115657814,0
w47ee755,-0.001703077346381287,0
w47ee755,0.030335114192281035,0
w47ee755,,0
w47ee755,0.03444743821605016,0
w47ee755,0.20710442807844925,0
w47ee755,0.7888486850589319,0
w47ee755,0.030335114192281035,0
w47ee755,-0.16189403503965646,0
w47ee755,0.799251711120031,0
w47ee755,0.799251711120031,0
w47ee755,,0
w47ee755,,0
w47ee755,0.030335114192281035,0
w47ee755,0.030890463703859044,0
w47ee755,0.919613940464944,0
w47ee755,0.030335114192281035,0
w47ee755,0.2696203572465526,0
w47ee755,-0.3100706709059287,0
w47ee755,0.030335114192281035,0
w47ee755,,0
w47ee755,,0
w47ee755,0.09992197235234321,0
w47ee755,0.07454406404003219,0
w47ee755,0.2221418849224955,0
w47ee755,0.7461884563841045,0
w47ee755,0.03033511419224461,0
w47ee755,0.030335114192281035,0
w47ee755,-0.38616137581021986,0
w47ee755,,0
w47ee755,0.030335114192281035,0
w47ee755,-0.0417508167697183,0
w47ee755,-0.1458749392703071,0
w47ee755,0.030335114192281035,0
w47ee755,0.030335114192281035,0
w47ee755,-0.3060658969636187,0
w47ee755,0.030335114192281035,0
w47ee755,0.030335114192281035,0
w47ee755,,0
w47ee755,0.033544017531808225,0
w47ee755,0.04134042070956573,0
w47ee755,0.030335114192281035,0
w47ee755,0.030335114192281035,0
w47ee755,0.030335114192281035,0
w47ee755,-0.42620911523353866,0
w47ee755,0.030335114192281035,0
w47ee755,0.030335114192281035,0
w47ee755,,0
w4deb07d,-0.5328352437201481,0
w4deb07d,0.030335114192281035,0
w4deb07d,0.030335114192281035,0
w4deb07d,0.030335114192281035,0
w4deb07d,-0.34311005593019583,0
w4deb07d,1.331886645450142,1
w4deb07d,4.900140228067861,1
w4deb07d,,0
w4deb07d,0.18172260885413616,0
w4deb07d,4.024596524925583,0
w4deb07d,1.6372506585529476,0
w4deb07d,0.030335114192281035,0
w4deb07d,2.2129369127631557,0
w4deb07d,2.7335575252663,0
w4deb07d,0.030335114192281035,0
w4deb07d,0.1871470438716627,0
w4deb07d,0.14461196438268614,0
w4deb07d,0.5509557266954254,0
w4deb07d,-6.3873151283945555,0
w4deb07d,0.030335114192281035,0
w4deb07d,-0.8567692449788233,0
w4deb07d,-1.0359359479535455,0
w4deb07d,5.869537998659466,0
w4deb07d,0.030335114192281035,0
w4deb07d,0.42446118725132387,0
w4deb07d,0.5256755911844407,0
w4deb07d,0.12644968880826798,0
w4deb07d,-3.117417204480591,0
w4deb07d,0.24272892596977347,0
w4deb07d,0.5191365462317561,0
w4deb07d,0.5676005683932276,0
w4deb07d,0.030335114192281035,0
w4deb07d,0.030335114192281035,0
w4deb07d,-4.338873256891814,0
w4deb07d,,0
w4deb07d,,0
